,time,name,totaltweets,description,hashtags,user_mentions,favorite_count,lang,following,followers_count,retweet_count,retweeted,text,location,text Positive Sentiment Score,text Negative Sentiment Score,is_viral,tweet_length,friends_count,hashtag_count,link_count,word_count,avg_length_of_words
0,2022-05-01 11:08:54+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],321,en,288,57314,120,False,In the Kherson region russians abducted &amp; tortured Ukrainian veteran Nazar Kahalnyak. His health significantly dete… https://t.co/vpC1H7QaZo,"Kyiv, Ukraine",0.0,0.315,0,144,288,0,1,17,7.529411764705882
1,2022-05-01 10:46:51+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'myroslavapetsa', 'name': 'Myroslava Petsa', 'id': 371972173, 'id_str': '371972173', 'indices': [3, 18]}]",0,en,288,57314,70,False,RT @myroslavapetsa: High hopes for a big evacuation of Mariupol civilians from the ruined city to Zaporizhia today.,"Kyiv, Ukraine",0.134,0.148,0,115,288,0,0,18,5.444444444444445
2,2022-05-01 10:46:14+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'HopkoHanna', 'name': 'Hanna Hopko', 'id': 2610556160, 'id_str': '2610556160', 'indices': [3, 14]}]",0,en,288,57314,223,False,"RT @HopkoHanna: This amazing child lost her father (first on the phono). Her dad will no longer take the baby on his shoulder.
Ruslan Borov…","Kyiv, Ukraine",0.125,0.149,0,140,288,0,0,25,4.64
3,2022-05-01 10:45:55+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Azov', 'indices': [29, 34]}]","[{'screen_name': 'Mariia_Zolkina', 'name': 'Maria Zolkina', 'id': 2260170266, 'id_str': '2260170266', 'indices': [3, 18]}]",0,en,288,57314,232,False,RT @Mariia_Zolkina: Regiment #Azov continues to be absurdly accused of being “neo-nazi/extremists/far-right”. Working with media as an expe…,"Kyiv, Ukraine",0.0,0.115,0,140,288,1,0,18,6.833333333333333
4,2022-05-01 10:45:24+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'IAPonomarenko', 'name': 'Illia Ponomarenko 🇺🇦', 'id': 262219168, 'id_str': '262219168', 'indices': [3, 17]}]",0,en,288,57314,3105,False,"RT @IAPonomarenko: “Russian forces appear increasingly unlikely to achieve any major advances in eastern Ukraine, and Ukrainian forces may…","Kyiv, Ukraine",0.0,0.0,1,139,288,0,0,19,6.368421052631579
5,2022-05-01 10:42:47+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],51,en,288,57314,19,False,Ombudswoman Denisova: Medical examination of mobilized personnel was canceled in the occupied parts of Donetsk &amp; Lu… https://t.co/DouBAOwLzQ,"Kyiv, Ukraine",0.0,0.0,0,144,288,0,1,18,7.055555555555555
6,2022-05-01 10:24:24+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],247,en,288,57314,135,False,"russians attempt to buy grain from Zaporizhzhia farmers at half-price. In case they refuse, russians confiscate grain at the gunpoint","Kyiv, Ukraine",0.0,0.104,0,133,288,0,0,20,5.7
7,2022-05-01 09:53:27+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Mariupol', 'indices': [57, 66]}, {'text': 'Azovstal', 'indices': [98, 107]}]",[],120,en,288,57314,66,False,"""This video is a clear demonstration of why civilians in #Mariupol, including those hiding in the #Azovstal plant,… https://t.co/iuaKyPtLrJ","Kyiv, Ukraine",0.189,0.104,0,139,288,2,1,19,6.368421052631579
8,2022-05-01 09:52:42+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],245,en,288,57314,131,False,The Azov Regiment servicemen released a video where a russian tank systematically &amp; intentionally fires at a reside… https://t.co/Df0Iaz3VYo,"Kyiv, Ukraine",0.0,0.0,0,144,288,0,1,19,6.631578947368421
9,2022-05-01 09:02:19+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'visegrad24', 'name': 'Visegrád 24', 'id': 1222773302441148416, 'id_str': '1222773302441148416', 'indices': [3, 14]}]",0,en,288,57314,1749,False,RT @visegrad24: This elderly Ukrainian lady had her house destroyed in a Russian attack but the oven still works and somebody had to bake E…,"Kyiv, Ukraine",0.0,0.159,1,140,288,0,0,25,4.64
10,2022-04-30 21:35:36+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Mariupol', 'indices': [51, 60]}]",[],272,en,288,57314,136,False,The invaders are housing strangers in the homes of #Mariupol residents. Sometimes new inhabitants deny to return be… https://t.co/jfd3fHDjgx,"Kyiv, Ukraine",0.0,0.118,0,140,288,1,1,19,6.421052631578948
11,2022-04-30 20:47:03+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],660,en,288,57314,170,False,"putin was always given a ""legitimate cause"" to get away with his crimes. ""Saakashvili's escalation"", ""referendum in… https://t.co/BfTXfa3imm","Kyiv, Ukraine",0.0,0.0,0,140,288,0,1,18,6.833333333333333
12,2022-04-30 19:56:47+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],1327,en,288,57314,743,False,Kakhovka territorial community informs that today russian military abducted Pendalchuk Viktor from his house. He is… https://t.co/BylFUFETe9,"Kyiv, Ukraine",0.0,0.171,1,140,288,0,1,17,7.294117647058823
13,2022-04-30 13:17:08+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],504,en,288,57314,126,False,"Civil resistance in the occupied town of Melitopol, Zaporizhzhia region. ""Melitopol is Ukraine,"" says the leaflet i… https://t.co/LKXJyJNnZF","Kyiv, Ukraine",0.0,0.0,0,140,288,0,1,18,6.833333333333333
14,2022-04-30 13:02:08+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],252,en,288,57314,113,False,We will never forget what russians have done to cozy &amp; beautiful towns in Ukraine. The homes where just recently th… https://t.co/xJ8Kou8OPy,"Kyiv, Ukraine",0.218,0.0,0,144,288,0,1,22,5.590909090909091
15,2022-04-30 12:14:47+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],91,und,288,57314,9,False,Credit: Suspilne,"Kyiv, Ukraine",0.722,0.0,0,16,288,0,0,2,7.5
16,2022-04-30 12:14:43+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],3181,en,288,57314,1047,False,"Ukrainian servicemen rescued 2 boys in Rubizhne. Their mother ran errands, having instructed sons to stay at home.B… https://t.co/EifYj2yLGg","Kyiv, Ukraine",0.141,0.0,1,140,288,0,1,19,6.421052631578948
17,2022-04-30 07:10:20+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],412,en,288,57314,93,False,"""putin cannot be defeated, so let's push Ukraine to surrender, for the sake of Ukraine's people, of course"". Ok, th… https://t.co/jJ7bj5G0Cg","Kyiv, Ukraine",0.2,0.0,0,140,288,0,1,21,5.714285714285714
18,2022-04-29 21:08:31+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'olgatokariuk', 'name': 'Olga Tokariuk', 'id': 1359532099, 'id_str': '1359532099', 'indices': [3, 16]}]",0,en,288,57314,235,False,RT @olgatokariuk: Just one example of a huge difference between Russia and Ukraine. Russian soldiers still given what looks like Soviet-era…,"Kyiv, Ukraine",0.211,0.0,0,140,288,0,0,21,5.714285714285714
19,2022-04-29 20:20:53+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Hostomel', 'indices': [18, 27]}, {'text': 'Ukraine', 'indices': [77, 85]}]","[{'screen_name': '360war_in_ua', 'name': '360war.in.ua', 'id': 1519046992005148673, 'id_str': '1519046992005148673', 'indices': [3, 16]}]",0,en,288,57314,25,False,RT @360war_in_ua: #Hostomel is located 7 kilometers away from the capital of #Ukraine. It’s a village that was constantly tortured by the o…,"Kyiv, Ukraine",0.0,0.153,0,140,288,2,0,23,5.130434782608695
20,2022-04-29 19:50:18+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],146,en,288,57314,37,False,Kyiv police clarified Zelenskyi's statement: most likely he meant that more than 900 people were killed in the Kyiv… https://t.co/GTmM2AGjwl,"Kyiv, Ukraine",0.0,0.191,0,140,288,0,1,20,6.05
21,2022-04-29 19:37:48+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],945,en,288,57314,36,False,Credit: Anton Topchiy,"Kyiv, Ukraine",0.565,0.0,0,21,288,0,0,3,6.333333333333333
22,2022-04-29 19:37:48+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],45859,en,288,57314,6698,False,20yo Peter arrived in Ukraine from Tennessee to join the armed forces. The refusal didn't discourage him &amp; he start… https://t.co/b1nf1rSTFs,"Kyiv, Ukraine",0.193,0.0,1,144,288,0,1,21,5.904761904761905
23,2022-04-29 18:58:58+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],64,en,288,57314,32,False,"russian invaders plan to create another proxy fake formation ""southern russia"" on the territory of Ukraine - media
https://t.co/kJIA6psT76","Kyiv, Ukraine",0.099,0.146,0,138,288,0,1,19,6.315789473684211
24,2022-04-29 18:20:08+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'GenocideOfUkrainians', 'indices': [105, 126]}]",[],848,en,288,57314,535,False,"A new mass grave with more than 900 bodies of civilians was found in the Kyiv region, informed Zelenskyi
#GenocideOfUkrainians","Kyiv, Ukraine",0.0,0.126,0,126,288,1,0,20,5.35
25,2022-04-29 17:49:38+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Azovstal', 'indices': [41, 50]}, {'text': 'Mariupol', 'indices': [102, 111]}]",[],301,en,288,57314,153,False,"After yesterday's powerful airstrikes on #Azovstal, the number of wounded exceeded 600 people, acc to #Mariupol tow… https://t.co/ZLeZkNe813","Kyiv, Ukraine",0.204,0.0,0,140,288,2,1,18,6.833333333333333
26,2022-04-29 16:51:26+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': '360war_in_ua', 'name': '360war.in.ua', 'id': 1519046992005148673, 'id_str': '1519046992005148673', 'indices': [3, 16]}]",0,en,288,57314,37,False,"RT @360war_in_ua: Bucha.

It’s painful. It’s shocking. It’s impossible to take in.
But this is our reality and we cannot turn away from it,…","Kyiv, Ukraine",0.0,0.147,0,140,288,0,0,24,4.833333333333333
27,2022-04-29 16:27:18+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'Hromadske', 'name': 'Hromadske Int.', 'id': 1454687180, 'id_str': '1454687180', 'indices': [3, 13]}]",0,en,288,57314,2605,False,"RT @Hromadske: 14-year-old athlete Alina Perehudova and her mother died in Mariupol as a result of shelling by Russian occupation forces, t…","Kyiv, Ukraine",0.0,0.153,1,140,288,0,0,22,5.409090909090909
28,2022-04-29 14:15:06+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],413,en,288,57314,56,False,Poland rocks!!! https://t.co/Tk2XZ3xE9C,"Kyiv, Ukraine",0.0,0.0,0,39,288,0,1,3,12.333333333333334
29,2022-04-29 12:15:08+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'yarko', 'name': 'Yarema Dukh', 'id': 79977723, 'id_str': '79977723', 'indices': [3, 9]}, {'screen_name': 'RFERL', 'name': 'Radio Free Europe/Radio Liberty', 'id': 42700240, 'id_str': '42700240', 'indices': [49, 55]}]",0,en,288,57314,80,False,"RT @yarko: This is the apartment of Vira Hyrych, @RFERL Radio Free Europe/Radio Liberty producer. The Russians killed her last night. Just…","Kyiv, Ukraine",0.222,0.149,0,139,288,0,0,22,5.363636363636363
30,2022-04-29 10:10:55+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'KyivIndependent', 'name': 'The Kyiv Independent', 'id': 1462548977367359490, 'id_str': '1462548977367359490', 'indices': [3, 19]}]",0,en,288,57314,2880,False,"RT @KyivIndependent: ⚡️Mayor: Russian forces begin mass abduction of people in occupied Melitopol.

According to Ivan Fedorov, two weeks ag…","Kyiv, Ukraine",0.0,0.167,1,140,288,0,0,20,6.0
31,2022-04-29 08:58:51+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'dkaleniuk', 'name': 'Daria Kaleniuk', 'id': 57937201, 'id_str': '57937201', 'indices': [3, 13]}, {'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [56, 62]}]",0,en,288,57314,415,False,"RT @dkaleniuk: $33 bln support for Ukraine announced by @POTUS yesterday is definitely good news, but devil is in details. Here are a few t…","Kyiv, Ukraine",0.178,0.192,0,140,288,0,0,25,4.64
32,2022-04-29 08:51:53+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'olgatokariuk', 'name': 'Olga Tokariuk', 'id': 1359532099, 'id_str': '1359532099', 'indices': [3, 16]}, {'screen_name': 'RFERL', 'name': 'Radio Free Europe/Radio Liberty', 'id': 42700240, 'id_str': '42700240', 'indices': [124, 130]}]",0,en,288,57314,3712,False,"RT @olgatokariuk: Yesterday's Russian missile strike on Kyiv killed my colleague from the media. Vira Hyrych, a producer at @RFERL, died as…","Kyiv, Ukraine",0.0,0.348,1,140,288,0,0,22,5.409090909090909
33,2022-04-29 08:08:19+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Mariupol', 'indices': [0, 9]}]",[],288,en,288,57314,222,False,#Mariupol deputy mayor Andryushchenko: for the first time yesterday the occupiers officially stole the citizenship… https://t.co/2WBEhiZO8p,"Kyiv, Ukraine",0.0,0.0,0,139,288,1,1,16,7.75
34,2022-04-29 08:03:33+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],4942,en,288,57314,1606,False,russians are forcibly displacing Ukrainians en masse to russia's remote depressed regions. russians are stealing ou… https://t.co/S8tzcwcHv6,"Kyiv, Ukraine",0.0,0.318,1,140,288,0,1,17,7.294117647058823
35,2022-04-29 06:59:58+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Mykolayiv', 'indices': [56, 66]}]",[],641,en,288,57314,392,False,russians damaged the centralized water supply system in #Mykolayiv. It's impossible to repair it now as the shellin… https://t.co/J87zsD5EV5,"Kyiv, Ukraine",0.0,0.139,0,140,288,1,1,19,6.421052631578948
36,2022-04-29 06:10:05+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Mariupol', 'indices': [40, 49]}]",[],1367,en,288,57314,453,False,Volunteer Halyna Odnoroh: a resident of #Mariupol and his dog Zhuzha have walked on foot to Zaporizhzhia for five d… https://t.co/0dZBiJsrkj,"Kyiv, Ukraine",0.0,0.0,0,140,288,1,1,21,5.714285714285714
37,2022-04-28 20:20:57+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [3, 7]}]",0,en,288,57314,1839,False,RT @CNN: Oleg Moskalenko is a Ukrainian man who was captured and tortured by Russian troops and left for dead in the forest. Watch his harr…,"Kyiv, Ukraine",0.0,0.256,1,140,288,0,0,26,4.423076923076923
38,2022-04-28 20:06:26+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Kyiv', 'indices': [67, 72]}]",[],108,en,288,57314,44,False,"1,900 russian missiles were fired at Ukraine since Feb 24, two hit #Kyiv just today. Rockets &amp; artillery destroyed… https://t.co/Ghb6DqIigS","Kyiv, Ukraine",0.0,0.159,0,143,288,1,1,20,6.2
39,2022-04-28 19:20:01+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],347,en,288,57314,154,False,"The result of today's missile strike on Kyiv. Again hitting a residential building. Pure extermination, pure evil… https://t.co/qIVG2ycnAu","Kyiv, Ukraine",0.0,0.086,0,138,288,0,1,18,6.722222222222222
40,2022-04-28 18:47:36+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'olgatokariuk', 'name': 'Olga Tokariuk', 'id': 1359532099, 'id_str': '1359532099', 'indices': [3, 16]}]",0,en,288,57314,4415,False,"RT @olgatokariuk: With missile strikes on Kyiv, Russia says hi to the UN Secretary General, who is now in the Ukrainian capital. This is a…","Kyiv, Ukraine",0.0,0.094,1,139,288,0,0,25,4.6
41,2022-04-28 18:23:58+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],242,en,288,57314,57,False,"Plus two missiles just hit Kyiv, three Fastiv, three were shot down in Odesa... When will this horror be ended???","Kyiv, Ukraine",0.0,0.206,0,113,288,0,0,20,4.7
42,2022-04-28 17:35:25+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],543,en,288,57314,200,False,"russia has fired more than 1,900 missiles at Ukraine. Almost two thousand missiles","Kyiv, Ukraine",0.0,0.231,0,82,288,0,0,13,5.384615384615385
43,2022-04-28 17:24:43+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'Euan_MacDonald', 'name': 'Euan MacDonald', 'id': 16185879, 'id_str': '16185879', 'indices': [3, 18]}]",0,en,288,57314,302,False,RT @Euan_MacDonald: Relentless Russian shelling of Kharkiv has destroyed a quarter of its housing stock. Half of its schools destroyed. Rus…,"Kyiv, Ukraine",0.049,0.26,0,140,288,0,0,21,5.714285714285714
44,2022-04-28 16:23:05+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],150,en,288,57314,75,False,"russians extended their ""filtration"" to all temporarily occupied regions. They take hostages men of conscription ag… https://t.co/SMUugWkWar","Kyiv, Ukraine",0.0,0.0,0,140,288,0,1,17,7.294117647058823
45,2022-04-28 16:10:36+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],511,en,288,57314,213,False,"Acc to Ukrainian intelligence service, priests of the russian orthodox church received guidance to encourage parent… https://t.co/Nn25QACR9a","Kyiv, Ukraine",0.299,0.0,0,140,288,0,1,17,7.294117647058823
46,2022-04-28 15:53:46+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'ArmUkraineNow', 'indices': [32, 46]}]",[],47,en,288,57314,12,False,"Source: https://t.co/BiDtySEhUi
#ArmUkraineNow","Kyiv, Ukraine",0.0,0.0,0,46,288,1,1,3,14.666666666666666
47,2022-04-28 15:53:46+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],868,en,288,57314,463,False,"This is the grandma of 29yo Viktor, whom russians violently tortured and killed. After the large-scale invasion sta… https://t.co/0w0Ua1517W","Kyiv, Ukraine",0.0,0.427,0,140,288,0,1,19,6.421052631578948
48,2022-04-28 12:50:45+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Mariupol', 'indices': [0, 9]}, {'text': 'Azovstal', 'indices': [46, 55]}]",[],651,en,288,57314,429,False,"#Mariupol entire night russians were striking #Azovstal's field hospital. There are casualties, part of the premise… https://t.co/zhpfvkzYkF","Kyiv, Ukraine",0.0,0.0,0,140,288,2,1,17,7.294117647058823
49,2022-04-28 12:32:42+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'ArmUkraineNow', 'indices': [91, 105]}]","[{'screen_name': 'Bundestag', 'name': 'Deutscher Bundestag', 'id': 3088296873, 'id_str': '3088296873', 'indices': [10, 20]}]",228,en,288,57314,33,False,"Thank you @Bundestag for your decisive ""yes"" to sending much more heavy weapons to Ukraine #ArmUkraineNow","Kyiv, Ukraine",0.214,0.154,0,105,288,1,0,16,5.625
50,2022-04-28 12:27:19+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'Mariia_Zolkina', 'name': 'Maria Zolkina', 'id': 2260170266, 'id_str': '2260170266', 'indices': [3, 18]}, {'screen_name': 'OlafScholz', 'name': 'Olaf Scholz', 'id': 38150247, 'id_str': '38150247', 'indices': [42, 53]}]",0,en,288,57314,45,False,RT @Mariia_Zolkina: German Government and @OlafScholz slowly have to react to pressure from foreign partners and other 🇩🇪politicians as wel…,"Kyiv, Ukraine",0.0,0.104,0,140,288,0,0,20,6.05
51,2022-04-28 09:02:28+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'NikaMelkozerova', 'name': 'Nika Melkozerova', 'id': 1667415740, 'id_str': '1667415740', 'indices': [3, 19]}]",0,en,288,57314,1834,False,RT @NikaMelkozerova: Russia has decided to take grains from the occupied Kherson Oblast that has been on the verge of a humanitarian disast…,"Kyiv, Ukraine",0.0,0.0,1,140,288,0,0,23,5.130434782608695
52,2022-04-28 09:02:25+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Mariupol', 'indices': [45, 54]}]","[{'screen_name': 'olex_scherba', 'name': 'olexander scherba🇺🇦', 'id': 163018653, 'id_str': '163018653', 'indices': [3, 16]}]",0,en,288,57314,2374,False,RT @olex_scherba: Heartbreaking account by a #Mariupol doctor. “One day we admitted two kids with serious head injuries. 10 and 16. There w…,"Kyiv, Ukraine",0.057,0.174,1,140,288,1,0,23,5.130434782608695
53,2022-04-27 20:20:30+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'yermolenko_v', 'name': 'Volodymyr Yermolenko', 'id': 3833059037, 'id_str': '3833059037', 'indices': [3, 16]}]",0,en,288,57314,4747,False,"RT @yermolenko_v: this is not a simple genocide. This is REPEATED genocide. Two, three, dozen times in history. Here, on Ukrainian lands. W…","Kyiv, Ukraine",0.0,0.0,1,140,288,0,0,23,5.130434782608695
54,2022-04-27 20:18:49+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'olgatokariuk', 'name': 'Olga Tokariuk', 'id': 1359532099, 'id_str': '1359532099', 'indices': [3, 16]}]",0,en,288,57314,4421,False,"RT @olgatokariuk: In the occupied Kherson region, Russians have created a prison camp on the territory of a pre-trial detention center wher…","Kyiv, Ukraine",0.081,0.234,1,140,288,0,0,22,5.409090909090909
55,2022-04-27 19:48:57+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'Refugees', 'name': 'UNHCR, the UN Refugee Agency', 'id': 14361155, 'id_str': '14361155', 'indices': [1, 10]}]",195,en,288,57314,75,False,.@Refugees continues to legitimise russian kidnapping of Ukrainian people &amp; their forcible displacement to russia.… https://t.co/Ng1K9xcLK6,"Kyiv, Ukraine",0.0,0.0,0,143,288,0,1,16,8.0
56,2022-04-27 17:37:06+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],567,en,288,57314,138,False,"By stopping gas supplies to Poland &amp; Bulgaria russia aims to blackmail other European countries. Dear Europe, this… https://t.co/lZgcYepsp9","Kyiv, Ukraine",0.123,0.075,0,143,288,0,1,19,6.578947368421052
57,2022-04-27 17:23:44+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],1436,en,288,57314,460,False,217 toys on the central square of Kamianske symbolize kids that were killed by russia. This figure is official and… https://t.co/9MIPfInRMa,"Kyiv, Ukraine",0.0,0.184,0,139,288,0,1,21,5.666666666666667
58,2022-04-27 16:47:31+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],1094,en,288,57314,601,False,"""Your goal is to wipe the Ukrainian nation off the face of the Earth,"" russian orthodox church instructs their sold… https://t.co/WNKxacHyJ0","Kyiv, Ukraine",0.0,0.0,0,140,288,0,1,21,5.714285714285714
59,2022-04-27 16:42:52+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'olgatokariuk', 'name': 'Olga Tokariuk', 'id': 1359532099, 'id_str': '1359532099', 'indices': [3, 16]}]",0,en,288,57314,4803,False,"RT @olgatokariuk: Amazing courage: in Russian-occupied Kherson, Ukrainians took to the street today in protest against occupation and in su…","Kyiv, Ukraine",0.269,0.077,1,140,288,0,0,20,6.05
60,2022-04-27 16:29:20+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],226,en,288,57314,23,False,Story: local group Kyiv Irpin Bucha Hostomel,"Kyiv, Ukraine",0.0,0.0,0,44,288,0,0,7,5.428571428571429
61,2022-04-27 16:29:17+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Bucha', 'indices': [31, 37]}]",[],5775,en,288,57314,1192,False,russians shot 58yo Mykhailo in #Bucha on his way to enlist in the local territorial defence unit. His elderly mothe… https://t.co/E1uotQWPxW,"Kyiv, Ukraine",0.065,0.0,1,140,288,1,1,21,5.714285714285714
62,2022-04-27 15:37:31+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],271,en,288,57314,96,False,"russians dispersed today's peaceful rally against the creation of the sham ""Kherson republic"" with tear gas and stu… https://t.co/e8WnNCybRS","Kyiv, Ukraine",0.238,0.0,0,140,288,0,1,19,6.421052631578948
63,2022-04-27 12:29:35+00:00,Olena Halushka,5888,Board member at @AntAC_ua,"[{'text': 'Russians', 'indices': [20, 29]}]","[{'screen_name': 'Mariia_Zolkina', 'name': 'Maria Zolkina', 'id': 2260170266, 'id_str': '2260170266', 'indices': [3, 18]}]",0,en,288,57314,110,False,RT @Mariia_Zolkina: #Russians with hidden by balaclavas faces have taken everything from my native home. Our house was one of the first on…,"Kyiv, Ukraine",0.0,0.0,0,139,288,1,0,23,5.086956521739131
64,2022-04-27 12:04:27+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],3653,en,288,57314,1216,False,"One more beautiful family was killed by the russian missile strike in Odesa. Since Feb 24, Mila &amp; Bohdan had been a… https://t.co/k4GITv59Wz","Kyiv, Ukraine",0.139,0.199,1,144,288,0,1,23,5.304347826086956
65,2022-04-27 07:23:01+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'BackAndAlive', 'name': 'Повернись живим', 'id': 3307883193, 'id_str': '3307883193', 'indices': [3, 16]}]",0,en,288,57314,2714,False,RT @BackAndAlive: Azov fighters published photos of their hospital in Mariupol. They are saving their people in unsanitary conditions under…,"Kyiv, Ukraine",0.0,0.059,1,140,288,0,0,20,6.05
66,2022-04-27 07:22:44+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'ukraine_world', 'name': 'UkraineWorld', 'id': 873135988440223745, 'id_str': '873135988440223745', 'indices': [3, 17]}]",0,en,288,57314,1386,False,"RT @ukraine_world: some foreign media continue to call Azov batallion ""neo-Nazi"". Azov was stationed for 8 years in Mariupol and surroundin…","Kyiv, Ukraine",0.0,0.0,1,140,288,0,0,21,5.714285714285714
67,2022-04-27 07:19:13+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],"[{'screen_name': 'IAPonomarenko', 'name': 'Illia Ponomarenko 🇺🇦', 'id': 262219168, 'id_str': '262219168', 'indices': [3, 17]}]",0,en,288,57314,2267,False,"RT @IAPonomarenko: 1,300 missiles (!) have been fired by Russia upon Ukraine since February 24.","Kyiv, Ukraine",0.0,0.218,1,95,288,0,0,15,5.4
68,2022-04-27 06:50:01+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],101,en,288,57314,32,False,"At the beginning of the third month of russia's full-fledged genocide against Ukrainians, UN secretary general… https://t.co/kI8gFsDCLw","Kyiv, Ukraine",0.0,0.0,0,135,288,0,1,17,7.0
69,2022-04-27 06:02:38+00:00,Olena Halushka,5888,Board member at @AntAC_ua,[],[],466,en,288,57314,104,False,"Zelenskyi: ""After all that the russian military has done in the Chornobyl zone &amp; Zaporizhzhia nuclear power plant,… https://t.co/EX3fMTyZa9","Kyiv, Ukraine",0.0,0.0,0,143,288,0,1,19,6.578947368421052
